,sample,plate,batch,well,row,col,replicate,region,sort,cm.from.mouth,Paired DNA,prior_cell_type,n_counts,n_genes_by_counts,total_counts,total_counts_mt,pct_counts_mt,total_counts_ribo,pct_counts_ribo,_scvi_batch,_scvi_labels,leiden,S_score,G2M_score,phase,esophageal_diff_score,basal_epithelial_score,cd8_score,cd4_score,cd8_cd4_score,leiden2,leiden3,cell_type,Cell Type,dpt_pseudotime,Diffusion Pseudotime,% MT,% ribo
cu02_p2r1C18,cu02,p2,cu02_p2,C18,C,18,1,1,EPCAM+,37.0,True,Suprabasal Epithelial,400496.0,7481,400496.0,51715.0,12.912739,45711.0,11.413597,0,0,0,0.16966969830909812,-0.08283475844399324,S,0.5193666972526734,0.5355965669602156,-0.044857446812093256,-0.052872061307231585,0.00801461449513833,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.6410151,0.6410151,12.912739,11.413597
cu01_p1r1B11,cu01,p1,cu01_p1,B11,B,11,1,B,EPCAM+,25.0,True,Basal Epithelial,1380668.0,8452,1380668.0,166063.0,12.027729,233620.0,16.920795,0,0,9,-0.21005381730119457,-0.26492032344845773,G1,0.34086574687315696,1.0271829533930867,-0.07849553221371025,-0.10980350475137432,0.03130797253766407,9,9,Basal Epithelial,Basal Epithelial,0.09520968,0.09520968,12.027729,16.920795
cu02_p1r1B2,cu02,p1,cu02_p1,B2,B,2,1,3,EPCAM+,24.0,True,Basal Epithelial,900296.0,6161,900296.0,112626.0,12.509886,163079.0,18.113932,0,0,5,-0.19508254943013625,-0.18619845347519925,G1,0.2466078353401493,0.9718805505186319,-0.07069134492427111,-0.0755917140468955,0.004900369122624398,5,5,Basal Epithelial,Basal Epithelial,0.050697733,0.050697733,12.509886,18.113932
cu02_p3r4O6,cu02,p3,cu02_p3,O6,O,6,4,2,EPCAM+,34.0,True,,571668.0,6739,571668.0,34078.0,5.961152,69995.0,12.243995,0,0,0,-0.15288090297990917,-0.26951410514328134,G1,0.757514659807086,0.710495049148798,-0.0525061023235321,-0.08130656515558561,0.02880046283205351,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.63105845,0.63105845,5.961152,12.243995
cu03_p2r1B22,cu03,p2,cu03_p2,B22,B,22,1,A,CD45+,30.0,True,,630779.0,3377,630779.0,17644.0,2.7971761,37355.0,5.9220424,0,0,7,-0.19842776025550585,-0.12185657465098693,G1,-0.2800860218835228,0.16466941936314106,2.654453375209123,-0.10660720511029163,2.761060580319415,7,t1,CD8+ T Cell,CD8+ T Cell,,,2.7971761,5.9220424
cu03_p2r1B16,cu03,p2,cu03_p2,B16,B,16,1,A,EPCAM+,30.0,True,,764749.0,7460,764749.0,30084.0,3.9338398,71494.0,9.348688,0,0,3,-0.27845863011368777,-0.23714257850680134,G1,0.977489039911505,0.563955192990601,-0.027844079975038766,-0.055646196013937395,0.02780211603889863,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.8961482,0.8961482,3.9338398,9.348688
cu02_p3r3I14,cu02,p3,cu02_p3,I14,I,14,3,2,EPCAM+,34.0,True,,482910.0,8126,482910.0,22560.0,4.671678,43623.0,9.0333605,0,0,3,-0.19908133078486198,-0.20670558744913559,G1,1.2394371257731143,0.5056063740998507,-0.03960441060364246,-0.045925762529174484,0.006321351925532022,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.93627995,0.93627995,4.671678,9.0333605
cu02_p2r1D11,cu02,p2,cu02_p2,D11,D,11,1,1,EPCAM+,37.0,True,Basal Epithelial,526293.0,6723,526293.0,50113.0,9.521882,116005.0,22.041904,0,0,5,-0.1692706076865415,-0.23600280083137676,G1,0.36428394989844626,1.4692817144915462,-0.048264571856707336,-0.055047764827807745,0.006783192971100409,5,5,Basal Epithelial,Basal Epithelial,0.028590702,0.028590702,9.521882,22.041904
cu01_p1r1A20,cu01,p1,cu01_p1,A20,A,20,1,B,EPCAM+,25.0,True,Basal Epithelial,1538307.0,8766,1538307.0,156010.0,10.141668,243867.0,15.852947,0,0,9,0.08671516169985727,-0.19833977562314598,S,0.241126244562185,1.1716082167774438,-0.0753888431424275,-0.0712500148701171,-0.004138828272310394,9,9,Basal Epithelial,Basal Epithelial,0.106132574,0.106132574,10.141668,15.852947
cu03_p2r2F2,cu03,p2,cu03_p2,F2,F,2,2,A,EPCAM+,30.0,True,,493962.0,7111,493962.0,37528.0,7.597346,47417.0,9.599321,0,0,3,-0.22643307930015164,-0.1584771722388853,G1,1.1990648335945957,0.7825818466246127,-0.03769140761345625,-0.05748931830128034,0.01979791068782409,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.86635137,0.86635137,7.597346,9.599321
cu02_p2r1B1,cu02,p2,cu02_p2,B1,B,1,1,1,EPCAM+,37.0,True,Proliferative Basal Epithelial,1177266.0,8654,1177266.0,100099.0,8.502666,148178.0,12.58662,0,0,6,0.5676971670158681,0.17973780598501665,S,0.6106833695550175,0.4908500737473369,-0.07610065534710884,-0.085914415307343,0.009813759960234161,6,6,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.47121385,0.47121385,8.502666,12.58662
cu01_p1r1C15,cu01,p1,cu01_p1,C15,C,15,1,B,EPCAM+,25.0,True,Suprabasal Epithelial,1903366.0,8133,1903366.0,149018.0,7.8291826,294195.0,15.456565,0,0,0,-0.21808074966956187,-0.2570269203928407,G1,1.120885848152725,1.0150791906435044,-0.05090331464074552,-0.05522291782622536,0.004319603185479845,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.6705989,0.6705989,7.8291826,15.456565
cu01_p2r2G7,cu01,p2,cu01_p2,G7,G,7,2,C,EPCAM+,31.0,True,Suprabasal Epithelial,620932.0,6491,620932.0,51453.0,8.286414,124895.0,20.114119,0,0,2,-0.1639121344067304,-0.2412529097458061,G1,0.5425760047207862,0.5957713606283068,-0.050210239551961425,-0.0679508280257384,0.017740588473776978,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.48470265,0.48470265,8.286414,20.114119
cu01_p1r1A10,cu01,p1,cu01_p1,A10,A,10,1,B,EPCAM+,25.0,True,Suprabasal Epithelial,1530661.0,8213,1530661.0,140322.0,9.167412,205079.0,13.398067,0,0,0,-0.23895196539622948,-0.2492339723638916,G1,0.7009397658579708,0.4193037823699415,-0.07668415699154138,-0.056343707644070186,-0.020340449347471194,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.7910905,0.7910905,9.167412,13.398067
cu02_p2r3K6,cu02,p2,cu02_p2,K6,K,6,3,1,EPCAM+,37.0,True,Suprabasal Epithelial,857970.0,7581,857970.0,62815.0,7.321352,101322.0,11.809504,0,0,10,-0.24776552439104754,-0.2226585414139733,G1,1.055235796452226,0.35887823454663154,-0.04800208534114063,-0.07907591041177511,0.031073825070634484,10,10,Suprabasal Epithelial,Suprabasal Epithelial,0.86581016,0.86581016,7.321352,11.809504
cu03_p2r3I12,cu03,p2,cu03_p2,I12,I,12,3,A,EPCAM+,30.0,True,,381408.0,8837,381408.0,30738.0,8.059087,37553.0,9.845887,0,0,6,0.4144962290991552,0.3650531244622851,S,0.4025999944569433,1.3583217558711767,-0.11125299509614706,-0.08187576400736968,-0.029377231088777378,6,6,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.32957926,0.32957926,8.059087,9.845887
cu02_p3r2F12,cu02,p3,cu02_p3,F12,F,12,2,4,EPCAM+,21.0,True,,284133.0,7200,284133.0,21342.0,7.511271,21747.0,7.65381,0,0,10,-0.1963276520721983,-0.19288258816391882,G1,1.0669134425380653,0.7599527814537288,-0.06599238909780979,-0.05389799825847149,-0.012094390839338297,10,10,Suprabasal Epithelial,Suprabasal Epithelial,0.6808994,0.6808994,7.511271,7.65381
cu02_p2r3K4,cu02,p2,cu02_p2,K4,K,4,3,1,EPCAM+,37.0,True,Suprabasal Epithelial,635948.0,7570,635948.0,56698.0,8.915508,79425.0,12.489228,0,0,3,-0.2161621101818916,-0.18335427784112762,G1,0.818114043216495,0.5962284948825836,-0.04819554669782519,-0.06154242109507322,0.013346874397248028,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.86997604,0.86997604,8.915508,12.489228
cu01_p2r1A22,cu01,p2,cu01_p2,A22,A,22,1,D,CD45+,34.0,True,CD4+ T Cell,346768.0,3045,346768.0,16854.0,4.86031,39737.0,11.459247,0,0,7,-0.154748506335413,-0.12638979981932277,G1,-0.3139755512874793,-0.06718304732441904,-0.10858050487935543,0.012410830644269788,-0.12099133552362522,7,t0,CD4+ T Cell,CD4+ T Cell,,,4.86031,11.459247
cu01_p1r3L20,cu01,p1,cu01_p1,L20,L,20,3,B,EPCAM+,25.0,True,Suprabasal Epithelial,1642532.0,8299,1642532.0,102788.0,6.2578993,240960.0,14.670033,0,0,10,-0.2505020769950623,-0.149930884870208,G1,0.7332752722781152,0.6066773747056722,-0.06839962289668619,-0.058164375511308514,-0.010235247385377677,10,10,Suprabasal Epithelial,Suprabasal Epithelial,0.8297331,0.8297331,6.2578993,14.670033
cu02_p1r4N3,cu02,p1,cu02_p1,N3,N,3,4,3,EPCAM+,24.0,True,Proliferative Basal Epithelial,461631.0,4693,461631.0,66320.0,14.366452,95380.0,20.661524,0,0,5,0.044110966785234795,-0.09301420413008837,S,0.027608707660261356,0.5497129581570626,-0.0479248421266675,-0.10382492616772651,0.05590008404105901,5,5,Basal Epithelial,Basal Epithelial,0.036083005,0.036083005,14.366452,20.661524
cu03_p3r2G14,cu03,p3,cu03_p3,G14,G,14,2,B,EPCAM+,27.0,True,,219770.0,4223,219770.0,15911.0,7.2398415,9812.0,4.464668,0,0,1,-0.18388335140603204,0.5938794708165984,G2M,0.6556903026103973,0.39046614885330194,-0.10472148098051548,-0.1329255777100722,0.028204096729556732,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.63744426,0.63744426,7.2398415,4.464668
cu01_p1r1D1,cu01,p1,cu01_p1,D1,D,1,1,A,EPCAM+,22.0,True,Basal Epithelial,1808516.0,8646,1808516.0,135168.0,7.4739733,265789.0,14.696525,0,0,4,-0.11211900273979852,-0.2510447186031852,G1,0.9341150397560833,1.2106302747130395,-0.08215188584290445,-0.09330168557353317,0.011149799730628726,4,4,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.5071984,0.5071984,7.4739733,14.696525
cu03_p2r4O20,cu03,p2,cu03_p2,O20,O,20,4,A,EPCAM+,30.0,True,,1061488.0,6336,1061488.0,81298.0,7.658871,119608.0,11.267956,0,0,0,-0.0899081004292917,-0.18386166399935833,G1,0.8976027006037972,1.0086965720504524,-0.04879046706482768,-0.057898579177757106,0.009108112112929424,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.8016539,0.8016539,7.658871,11.267956
cu02_p1r1A6,cu02,p1,cu02_p1,A6,A,6,1,3,EPCAM+,24.0,True,Suprabasal Epithelial,981733.0,6969,981733.0,55021.0,5.604477,152058.0,15.488733,0,0,3,-0.2292546889852706,-0.20708009771104635,G1,1.2140301645266658,0.46000618049502373,-0.06013068940490484,-0.05931532997637987,-0.0008153594285249671,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.91809666,0.91809666,5.604477,15.488733
cu02_p3r2H14,cu02,p3,cu02_p3,H14,H,14,2,2,EPCAM+,34.0,True,,329468.0,8505,329468.0,10189.0,3.0925612,32113.0,9.746925,0,0,6,0.7826625298879282,0.25343554302702076,S,0.45164141154376913,0.43529806423187256,-0.08130589824169875,-0.08320576382180055,0.0018998655801018005,6,6,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.56070304,0.56070304,3.0925612,9.746925
cu01_p2r1B23,cu01,p2,cu01_p2,B23,B,23,1,D,CD45+,34.0,True,CD4+ T Cell,255341.0,2768,255341.0,7484.0,2.9309824,24931.0,9.763806,0,0,7,-0.16160362946346155,-0.04832251811563806,G1,-0.30916178806301425,-0.16980472688376902,-0.1185619056969881,0.8631544382373493,-0.9817163439343374,7,t0,CD4+ T Cell,CD4+ T Cell,,,2.9309824,9.763806
cu03_p3r3K4,cu03,p3,cu03_p3,K4,K,4,3,B,EPCAM+,27.0,True,,319992.0,3623,319992.0,18697.0,5.8429585,34433.0,10.760582,0,0,2,-0.02296233464326941,-0.22756534445631715,G1,0.6253334352637039,0.4363859878778458,-0.03626956708729267,-0.033247168709834414,-0.0030223983774582547,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.4227795,0.4227795,5.8429585,10.760582
cu01_p1r2F14,cu01,p1,cu01_p1,F14,F,14,2,B,EPCAM+,25.0,True,Suprabasal Epithelial,1735424.0,7986,1735424.0,146787.0,8.458279,245144.0,14.125885,0,0,4,0.07524648147666352,-0.15038662521356644,S,0.7402464433356243,1.0288677855934947,-0.08040733281057327,-0.07744455670937896,-0.002962776101194317,4,4,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.55788165,0.55788165,8.458279,14.125885
cu03_p4r4M6,cu03,p4,cu03_p4,M6,M,6,4,C,EPCAM+,20.0,True,,1186218.0,5176,1186218.0,44382.0,3.7414708,133495.0,11.253834,0,0,2,-0.12837639695751074,-0.2149402214070925,G1,0.8449188880854671,0.6725429657436907,-0.04494137640111148,-0.05867725633705656,0.013735879935945078,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.5293639,0.5293639,3.7414708,11.253834
cu02_p3r1A24,cu02,p3,cu02_p3,A24,A,24,1,4,CD45+,21.0,True,,244066.0,3937,244066.0,9140.0,3.7448888,12798.0,5.2436633,0,0,7,-0.20307955007145412,-0.17173263549697226,G1,-0.302341261288699,0.07750953325629234,2.5626796167343855,1.3107877515256405,1.251891865208745,7,t1,CD8+ T Cell,CD8+ T Cell,,,3.7448888,5.2436633
cu03_p4r2H3,cu03,p4,cu03_p4,H3,H,3,2,,EPCAM+,,False,,216507.0,3563,216507.0,6755.0,3.1199915,69298.0,32.00728,0,0,9,-0.11298107055789738,-0.059203947578290755,G1,0.3613046899735928,0.9387794828265905,-0.03952841974794865,-0.006805393124620127,-0.03272302662332852,9,9,Basal Epithelial,Basal Epithelial,0.17031786,0.17031786,3.1199915,32.00728
cu01_p2r3I19,cu01,p2,cu01_p2,I19,I,19,3,C,EPCAM+,31.0,True,Suprabasal Epithelial,868672.0,7110,868672.0,79811.0,9.187703,123754.0,14.246345,0,0,0,-0.27165337055149164,-0.15133751181509492,G1,0.7541083586719983,0.5728493016213179,-0.05928369143977761,-0.055608496107161044,-0.0036751953326165654,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.81109357,0.81109357,9.187703,14.246345
cu03_p2r3J8,cu03,p2,cu03_p2,J8,J,8,3,A,EPCAM+,30.0,True,,365754.0,7154,365754.0,19011.0,5.197756,29477.0,8.059242,0,0,0,-0.16094475481756784,-0.16921038806673838,G1,0.7050871215541572,0.3922227255776525,-0.05273651361465454,-0.07685013614594936,0.024113622531294822,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.6274338,0.6274338,5.197756,8.059242
cu02_p1r3L3,cu02,p1,cu02_p1,L3,L,3,3,3,EPCAM+,24.0,True,Suprabasal Epithelial,467520.0,6167,467520.0,32641.0,6.9817333,77354.0,16.545603,0,0,0,-0.22699026381997972,-0.24048740160395643,G1,0.6531238608916892,0.5630960310399532,-0.07124626128003002,-0.07830635787298282,0.0070600965929528,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.72043806,0.72043806,6.9817333,16.545603
cu03_p3r3I18,cu03,p3,cu03_p3,I18,I,18,3,B,EPCAM+,27.0,True,,545374.0,3401,545374.0,40627.0,7.4493833,65179.0,11.951248,0,0,2,-0.224837189315765,-0.12780378171457693,G1,0.8289914166348822,0.6263549296855926,0.8003006569296122,-0.043293732951084775,0.8435943898806969,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.43203145,0.43203145,7.4493833,11.951248
cu03_p3r2H13,cu03,p3,cu03_p3,H13,H,13,2,B,EPCAM+,27.0,True,,628386.0,4812,628386.0,67551.0,10.749921,73124.0,11.636797,0,0,8,-0.2621682785815538,-0.2196262638087149,G1,0.3192509365739191,0.994134828954935,-0.07294341556727886,-0.13004582499464354,0.05710240942736468,8,8,Basal Epithelial,Basal Epithelial,0.17147128,0.17147128,10.749921,11.636797
cu01_p1r1D6,cu01,p1,cu01_p1,D6,D,6,1,,EPCAM+,,False,Terminally Differentiated Epithelial,1706724.0,1269,1706724.0,0.0,0.0,29180.0,1.7097082,0,0,11,-0.12392613307113924,-0.0793969605215902,G1,1.8723844744250837,-0.19602048669941724,-0.0318765926361084,-0.051288795048991837,0.01941220241288344,11,11,Terminally Differentiated Epithelial,Terminally Differentiated Epithelial,0.934871,0.934871,0.0,1.7097082
