,0,1
cu01_p2r2E12,26.579172,-8.072414
cu01_p2r3L9,27.78596,-6.6094227
cu03_p2r4N4,22.42493,-5.013209
cu02_p1r4M7,22.724253,-2.853488
cu02_p1r1C2,26.036686,-0.84599257
cu01_p1r4M23,19.354815,-8.359994
cu02_p3r2G3,26.324179,-8.98249
cu03_p2r3L7,22.986841,-5.5700884
cu03_p2r2H9,23.793453,-3.5992446
cu01_p2r3I5,20.718151,-7.2195654
cu01_p1r4M18,20.542871,-0.37862673
cu02_p1r4O20,24.291885,-2.5995579
cu03_p2r4N2,24.898748,-6.798859
cu03_p3r4M16,22.400826,-3.7240255
cu03_p1r1B1,22.184965,-3.8155532
cu02_p2r3L11,23.9951,-8.064951
cu01_p2r2H10,19.955421,-8.290688
cu01_p2r3I16,20.532745,-7.562498
cu02_p1r3J18,24.69821,-0.5803688
cu02_p1r2G20,26.275103,-5.576664
cu01_p1r3K14,25.011086,-3.8012779
cu03_p4r4M8,23.801752,-6.3395276
cu01_p1r3K19,21.6239,-8.742096
cu02_p1r4O11,24.033382,-8.988497
cu03_p2r2E6,24.696424,-0.5287473
cu03_p3r1D1,25.133848,-0.36743727
cu02_p3r3K17,25.064734,-0.82584095
cu02_p2r3I12,24.839058,-1.790881
cu02_p2r2G11,26.215858,-1.6083006
cu02_p2r4N7,23.054834,-7.9338236
cu03_p1r1D17,22.331594,-3.7373705
cu02_p2r3J13,26.545921,-8.496623
eso29_p1E4,21.916983,-7.36684
cu01_p2r1B7,21.586084,-8.589481
cu01_p1r4M21,20.425695,-9.164119
cu01_p2r2H20,19.569502,-8.575579
cu02_p3r4O13,24.482897,-1.0983173
cu03_p3r1D23,16.04095,-0.5986422
cu03_p3r2F8,24.035046,-1.5522342
cu02_p2r1C9,24.685312,-9.143219
cu02_p2r1C20,20.48942,-7.513301
cu01_p1r2E18,26.552633,-6.3942094
cu03_p2r3J13,22.821892,-5.0650697
cu01_p1r4N4,20.54719,-1.2998887
cu01_p2r4N10,19.768799,-8.864608
cu03_p3r4M14,20.924133,-5.298873
cu01_p1r3L3,20.78189,-0.28330335
eso29_p2B11,23.774391,-5.661081
cu03_p3r1C4,24.176533,-1.4847672
cu03_p3r2H2,23.893957,-6.8727293
cu03_p3r2H12,25.901323,-3.127198
cu03_p3r3L13,24.569601,-7.932928
cu02_p1r3I13,20.250364,-7.049246
cu01_p2r1A21,15.099779,0.44576973
cu03_p3r2G17,25.412266,-2.8938532
cu03_p2r2E24,14.733706,-1.3930109
cu03_p1r3K1,19.579762,-6.320029
cu02_p2r3J9,27.037893,-6.1000266
cu02_p1r1B6,22.37342,-9.220155
cu02_p3r3L14,25.702845,-3.227988
cu02_p2r4M10,24.046421,-1.8630736
cu01_p2r2H2,20.952515,-8.254942
cu02_p1r4M21,26.8313,-4.73297
cu02_p1r4N21,24.927988,0.019960385
cu03_p3r1A4,25.04894,-0.75072753
cu03_p2r3K7,21.753937,-4.385984
cu01_p2r1B13,23.763319,-8.453701
cu01_p2r4N17,26.663216,-2.4373
cu01_p1r2H11,21.43909,-9.438634
cu02_p2r2F24,15.204539,-0.54985094
cu02_p1r2E10,24.584042,-1.1731517
cu01_p1r3L21,23.264006,-3.9574387
cu03_p3r1A13,25.09,-7.847226
cu02_p2r3L13,27.376177,-7.7026596
cu03_p2r4O24,14.154559,-1.5006635
cu01_p1r3K22,24.313004,-1.2539591
cu03_p4r1B7,25.875998,-3.5897665
cu03_p3r3J14,21.800962,-5.117275
cu03_p2r1A19,24.41779,-3.1894937
cu03_p2r3J1,26.193485,-1.2890358
cu02_p1r3J14,24.41963,-5.1176834
cu03_p3r2G16,23.822845,-5.4814014
cu02_p2r2G22,15.693845,-0.4391856
cu02_p1r2H10,25.946491,-2.2504544
cu01_p2r1C21,14.461971,-0.9391524
cu01_p2r1C20,26.717571,-5.021327
cu03_p2r2F1,24.738693,-8.442705
cu01_p1r3J19,21.711353,-8.688717
cu01_p2r4O16,19.52468,-8.0684805
cu03_p2r4O2,22.4796,-3.463806
cu01_p1r2H15,20.673428,-8.292998
cu02_p1r4M19,27.096367,-6.2980003
cu03_p2r2F22,14.24056,-0.7078634
cu03_p2r4M16,23.299572,-6.688101
cu02_p2r1D6,20.115088,-9.042843
cu02_p2r4M23,15.711709,-1.1143715
cu03_p2r2E13,25.6322,-2.8356276
cu01_p1r3J15,24.672153,-1.8620955
cu03_p2r1D20,22.463585,-6.1999044
cu03_p2r4M13,24.895952,-6.978655
cu03_p3r1D4,21.756807,-5.390154
cu03_p1r1A11,21.09351,-2.8172083
cu02_p1r4M8,24.912775,-1.8009721
cu01_p2r2H24,14.955044,-1.7343242
eso29_p2F7,27.196873,-5.3304944
cu02_p3r2H15,24.063955,-7.739361
cu03_p4r2H24,14.624572,-1.560439
cu02_p2r3L8,26.846285,-7.6140504
cu01_p2r2H13,20.497164,-7.7361226
cu02_p2r3J15,22.030268,-8.75922
cu02_p2r1C13,24.586658,-8.701572
cu03_p4r4O21,20.794199,-4.9825478
cu02_p3r2G18,23.696665,-8.150801
cu03_p2r3I7,22.764084,-7.861212
cu03_p1r4N9,21.586845,-5.0261273
eso29_p2H4,16.661846,-4.110419
cu03_p3r3I22,15.182457,-1.981653
cu02_p2r1B23,14.481018,0.38191992
cu01_p1r3L11,24.50953,-3.5796163
cu02_p1r2G10,24.987354,-2.01072
cu01_p2r2G2,24.403461,-3.8280573
cu02_p1r1A2,23.605967,-8.13963
cu03_p1r4O4,22.000051,-2.1997678
cu02_p3r1D11,18.972559,-7.3176775
cu03_p2r2H15,23.199554,-2.4136877
cu03_p2r3K19,23.795244,-7.1525946
cu03_p3r3I12,23.59251,-0.30218926
cu01_p1r4N19,26.509243,-2.4364355
cu01_p2r4O7,20.578043,-1.6594443
cu03_p1r4N6,23.640911,-4.1779275
cu01_p1r2H23,20.653656,-7.2073193
cu01_p2r1D22,15.215786,-1.3394964
cu03_p3r3L24,14.95883,-1.993879
cu03_p3r3L15,23.374277,-0.7496597
cu03_p3r2G2,21.076855,-5.9807224
cu02_p3r1B18,25.363436,-4.6481223
cu01_p1r2E24,24.499674,-1.6380737
cu02_p3r2G13,23.431692,-4.008183
cu02_p1r1D15,25.337082,-0.27324784
cu01_p1r4N21,26.419323,-6.254126
cu03_p2r4M14,23.135496,-7.231736
cu02_p2r3J22,17.026941,-4.0875735
cu03_p2r2H7,23.040066,-4.3208847
cu02_p1r2G7,23.237024,-8.091847
cu03_p4r4N11,25.68985,-6.904908
cu03_p3r4M20,21.729202,-6.2097106
cu01_p2r1A13,21.488691,-8.103776
cu02_p1r1C8,23.744766,-6.6930194
cu02_p2r2E21,26.572685,-1.500557
cu01_p2r4M19,26.671669,-4.3489885
cu03_p2r2F14,26.156986,-9.118715
cu01_p2r3J23,15.087315,-1.5933554
cu03_p3r2E9,25.891676,-4.7521415
cu01_p2r3I9,25.525875,-3.3176994
cu01_p1r3K4,21.34295,-9.437592
cu03_p2r1A2,26.475332,-4.0314736
cu03_p2r3K11,27.049023,-6.715977
cu02_p3r3L20,25.00015,-8.271037
cu01_p2r1D9,24.6972,-6.0336356
eso29_p1F5,21.528929,-3.968084
cu01_p2r1C6,22.002478,-8.028676
cu03_p4r1B13,20.582146,-4.1552196
cu03_p4r2E5,21.832827,-4.661825
cu03_p1r1C21,22.426117,-2.5622888
cu02_p2r2H3,20.981401,-9.131509
cu02_p2r1C21,25.064877,-5.058468
cu02_p1r3J20,23.326555,-0.7114794
cu01_p2r4O14,26.04451,-2.2496827
cu01_p1r2F21,24.969799,-8.643735
cu01_p1r2E21,23.327065,-7.931611
cu02_p2r4M6,24.806416,-3.671478
cu03_p2r3I17,24.213306,-3.812852
cu02_p1r3I4,24.780031,-0.8426729
cu02_p2r3I5,24.853981,-4.817509
cu01_p2r2H19,23.142258,-8.858205
cu02_p2r2E8,27.24707,-7.611632
cu03_p2r4M18,26.13465,-8.545668
cu03_p2r2F4,24.150791,-2.421732
cu03_p3r4M15,23.680239,-3.104208
cu02_p2r1D19,27.531288,-5.272971
cu01_p2r3L7,25.373293,-8.468741
eso29_p1D4,23.798946,-2.7807589
cu02_p1r1A18,25.222975,-3.309178
cu02_p3r3J23,14.377664,-0.4685999
cu02_p2r3I9,25.18385,-3.8681993
cu03_p3r2H9,27.393993,-5.6421647
cu03_p4r2F17,25.616116,-7.2660394
cu02_p2r1D4,26.461159,-7.595364
cu02_p1r2G11,23.675728,-9.111775
cu03_p3r3I17,24.804007,-3.065837
cu03_p2r2E9,26.500381,-5.1390066
cu02_p2r3L14,22.17827,-9.055563
cu03_p3r3I2,23.558659,-4.149151
cu02_p2r4M3,23.252895,-4.400519
cu01_p1r2G17,19.692326,-7.965263
cu02_p3r4O21,25.691526,-2.8403885
cu01_p1r2H8,24.383127,-4.5733957
cu02_p1r4N11,24.416805,-1.021678
cu01_p1r4O15,21.315811,-9.258326
cu01_p1r3K5,24.812311,-4.449772
cu02_p1r3K10,24.452276,-8.861102
cu01_p1r1B23,24.467215,-5.7247744
cu02_p1r1D7,26.17223,-2.554425
cu02_p1r1B22,14.282556,-0.025684023
cu01_p1r4O9,20.43029,-8.04316
cu01_p1r1B10,23.218168,-6.195006
cu02_p2r3J12,26.609386,-7.9591107
cu02_p1r2E4,24.949453,-3.6556869
cu03_p3r4M18,25.07072,-7.704565
cu01_p2r1B1,23.291485,-1.7154441
cu03_p3r4M2,24.484015,-7.7497764
cu02_p3r1C7,20.261953,-8.36979
cu01_p2r4O2,21.434845,-4.507052
cu01_p2r4O21,20.845211,-7.513568
cu02_p2r2F11,26.02917,-1.2280078
cu03_p3r1D18,24.86868,-0.6281297
cu03_p2r1D4,25.580452,-6.638482
cu02_p2r1A16,24.649452,-4.1393447
cu03_p2r4O21,25.558945,-0.063589826
cu03_p3r2G20,20.307537,-5.5399375
cu03_p3r1C12,24.44073,0.21022208
cu03_p2r2E18,26.309238,-5.3151917
cu01_p1r4N14,20.210863,-6.3127437
cu03_p1r2F16,26.0833,-6.0540605
cu01_p1r1A6,25.702782,-1.9261396
cu03_p3r1D3,25.455666,-6.2349167
cu02_p1r3J19,27.258774,-6.6817365
cu01_p2r1D6,25.68802,-5.023993
cu01_p1r3I15,25.518812,-8.999238
cu03_p3r4N16,21.82208,-6.357611
cu02_p1r3I3,25.433237,0.05850273
cu02_p3r4N21,25.965021,-0.5896091
cu01_p2r1B20,26.509357,-4.524272
cu02_p2r2E10,25.91278,-8.539425
cu02_p2r3L1,25.044363,-3.2780972
cu02_p2r4O15,24.718958,-2.078205
cu03_p1r4N1,25.435825,-7.3439393
cu03_p1r2H24,14.443602,-0.4990445
cu03_p3r3I21,23.71649,-0.7593994
cu02_p1r3J4,24.1299,-3.1193826
cu01_p1r1D20,24.831085,-8.497535
cu03_p2r1D22,14.259985,-1.702586
cu03_p2r1B7,25.689905,-5.6472535
cu02_p2r4M18,24.602095,-9.237627
cu03_p3r2E3,21.962967,-5.0770707
cu03_p2r2G3,24.82197,0.52753067
cu02_p1r3K17,20.007664,-8.444435
cu03_p3r2F17,22.048767,-3.9764738
cu02_p2r3L2,23.725742,-2.8513925
cu01_p1r3K1,20.576357,-0.0012944313
cu01_p1r4M5,25.907309,-2.3162398
cu01_p1r1D3,25.3538,-4.2691593
cu02_p3r4N1,27.819735,-6.947967
eso29_p2G1,21.527996,-6.2662826
cu03_p3r2E8,22.957308,-3.3960948
cu03_p3r4N3,23.023048,-5.1837683
cu03_p3r4N2,22.960684,-1.539383
cu03_p4r4N2,24.589792,-2.2253623
eso29_p2D10,23.571444,-4.496003
cu02_p2r3L20,19.793737,-8.56567
cu02_p1r4N13,24.497604,-2.2593226
cu02_p2r3L19,24.471348,-0.79584795
cu01_p1r2H14,25.766806,-1.0262154
cu02_p3r3L4,26.979038,-4.99641
cu02_p1r2G8,24.8671,-1.6541239
cu03_p1r3K6,23.086695,-4.0111723
cu03_p1r2E3,25.489134,-4.9108357
cu02_p3r4N6,23.710007,-4.9001327
cu01_p2r3J18,23.72085,-5.095546
cu01_p1r1B20,22.161322,-9.221851
cu01_p2r1C15,20.68625,-0.11435838
cu02_p2r3J10,25.982203,-3.4370477
cu02_p1r1C13,25.944464,-3.097609
cu01_p1r2E16,25.396267,-3.317557
cu02_p1r4O22,15.163619,-0.972514
cu01_p1r2H7,20.240646,-9.1687565
cu01_p2r3K8,20.995815,-5.0999637
cu02_p1r4M6,26.149466,-1.6473378
eso29_p2C10,23.475313,-8.90725
cu02_p2r2G20,24.752348,-4.13712
cu03_p3r1D19,24.398827,-8.197557
cu03_p2r2F18,24.078077,-0.83485085
cu03_p3r1B11,20.688726,-3.944317
cu01_p2r1D8,20.41788,-0.6742996
cu02_p1r4N14,24.215387,-2.4980605
cu02_p1r3I10,24.619238,-3.5063634
cu01_p2r2F6,27.20316,-6.5841274
cu01_p2r3J19,25.023485,-8.815587
cu03_p2r1D11,23.749052,-5.1570373
cu01_p1r3K12,20.328825,-9.197988
cu03_p2r1A9,25.857357,-0.7861782
cu02_p2r1B19,25.421268,-9.277057
cu03_p1r4M24,14.212924,-1.2562402
cu01_p1r2G1,25.251528,-0.16912231
cu03_p2r1A5,26.326033,-1.2578869
cu01_p2r1D23,14.2867565,-1.484123
cu03_p4r4N13,25.25496,-0.46140644
cu01_p1r2H12,20.24078,-8.663773
cu01_p1r2H10,25.45001,-2.3972487
cu01_p2r3J7,21.970236,-4.116865
eso29_p2B3,22.149973,-7.6291103
cu02_p2r4O10,26.937801,-7.1572547
cu03_p1r2H2,26.485048,-2.6991568
cu03_p2r2F19,20.581665,-5.427616
cu03_p3r2E24,14.820877,-1.7336056
cu02_p2r2F17,24.852121,-4.606388
cu01_p2r3L11,19.832136,-8.034511
cu01_p1r1C18,19.309357,-7.9544454
cu03_p4r2E2,20.999502,-3.8995354
cu01_p1r3J13,19.61748,-7.5505238
cu01_p2r4N11,26.46138,-5.392223
cu02_p3r3K9,24.223967,-6.832387
cu01_p2r2H14,20.736792,0.023982177
cu03_p1r3K8,22.946695,-4.100045
cu03_p3r4N5,23.246424,-7.176439
cu03_p3r2H16,24.647648,-2.203076
cu02_p1r2G2,21.23754,-8.884458
cu02_p2r4N13,24.558147,-4.999241
cu02_p1r3I17,23.993843,-2.5991879
eso29_p2C7,23.7211,-8.231784
cu02_p3r2G24,16.818958,-2.9799976
cu01_p2r4O19,24.531988,-5.8758574
cu03_p3r1C5,23.383379,-6.3169193
cu03_p3r4N15,25.462242,-8.176481
cu01_p2r2F23,14.4605,-0.36253697
cu02_p1r3K6,26.045296,-8.350147
cu02_p2r3L5,25.999052,-2.1309369
cu03_p1r3K10,20.183558,-7.5448794
cu02_p3r2H11,25.288635,0.18637817
cu02_p1r1C21,25.211803,0.23590945
cu03_p4r4O11,26.097036,-6.1787624
cu03_p2r3L22,14.289552,-1.3010333
cu02_p2r1C19,19.777416,-9.070059
eso29_p2A2,20.245775,-8.7404585
eso29_p2C6,26.119986,-6.0296564
cu03_p2r4N17,24.290071,-6.0204096
cu01_p2r1C16,26.645584,-8.463432
cu03_p3r2G21,22.352959,-3.751461
cu01_p1r3J14,20.81442,-8.874396
cu01_p2r4N6,25.9762,-6.247179
cu03_p2r1D21,25.73334,-2.766705
cu03_p2r2G7,23.04855,-8.290683
cu01_p1r4N10,23.869705,-8.486365
cu03_p4r1A18,20.743351,-3.6227021
cu02_p2r2F16,25.56765,-2.571355
cu02_p1r1B24,14.605272,-1.2404975
cu02_p2r3J5,23.615034,-7.825062
cu01_p1r2F22,22.698172,-8.797367
eso29_p2A7,23.283335,-6.4126883
cu02_p2r3J14,25.01158,-8.851162
cu02_p2r1A5,26.241337,-3.7454004
cu03_p2r4N3,25.470497,-7.853497
cu01_p1r4O1,20.73489,-2.279796
cu02_p3r3L15,22.531258,-9.175978
cu03_p2r1B9,23.073416,-3.08846
cu01_p1r1D9,20.406488,-6.8537445
cu03_p3r4N1,24.423666,-1.7226866
cu02_p2r4M12,26.33973,-8.054965
cu01_p1r4M19,21.665424,-8.081401
cu03_p3r3J11,23.693253,-1.264353
cu02_p1r2E18,25.799896,-3.5924184
cu02_p1r1B7,21.691046,-7.782235
cu02_p1r1D12,25.566656,0.16650856
cu03_p2r1D10,27.238178,-5.1267314
eso29_p2G8,20.918608,-6.930438
cu01_p1r1B24,25.278584,-3.4766455
cu01_p1r1B22,20.148455,-7.8636155
cu01_p2r2F22,15.366999,-1.2258023
cu01_p2r1C11,22.696161,-6.484064
cu01_p1r1C13,21.493484,-8.375795
cu02_p1r4N16,25.104038,-2.4720871
cu02_p3r1C21,27.124243,-4.9132705
cu01_p2r3J4,25.124552,-2.9955409
cu02_p1r1D11,25.423208,-2.220383
cu03_p2r3J17,24.181463,-6.1446385
cu03_p2r3K2,24.416222,-6.594333
cu03_p3r2F5,26.009895,-1.1098893
cu03_p3r3L7,23.249065,-0.9468405
eso29_p2E12,24.127563,-7.6981726
cu03_p4r4O9,19.739439,-6.1623654
cu03_p3r2G19,24.936834,-0.67713463
cu01_p1r4N22,26.36763,-1.8356632
cu02_p1r2G22,15.172025,-1.3020443
cu03_p3r4O17,22.343777,-3.5591645
cu02_p3r1B8,24.128845,-8.053807
cu03_p3r1B16,23.839457,0.1494047
cu01_p2r2H17,24.392529,-4.3497033
cu03_p2r1C13,24.091873,-6.6148844
cu01_p2r3I10,25.547293,-9.024265
cu01_p2r3J15,26.885849,-8.262806
cu02_p3r2F4,19.675259,-7.0733976
cu03_p2r1D5,26.260357,-1.3483819
cu02_p1r4M13,25.57087,-0.49300417
cu03_p4r1C4,25.320942,0.114649996
cu01_p1r2F16,19.675116,-8.454144
cu02_p3r3L11,24.398466,0.20013662
cu01_p1r2E13,25.423447,-7.890474
cu02_p2r1D7,22.778622,-9.372974
cu02_p2r1A14,25.618114,-7.9542737
cu01_p2r2E15,26.211796,-6.0656986
cu01_p2r3K1,23.80622,-1.2662503
cu03_p3r4M8,24.431673,-1.7475141
eso29_p2C8,20.67867,-6.862676
cu02_p3r2H13,25.111437,-0.2621892
eso29_p2E4,19.44823,-7.385306
cu03_p3r3L23,14.39297,-0.76563996
cu03_p1r4M6,22.8271,-5.060311
cu01_p2r2F12,27.336554,-7.395735
cu03_p3r3K24,14.288884,-1.2470762
cu01_p2r4N13,24.12371,-3.2888508
cu03_p3r1A14,23.731825,-3.6670854
cu02_p2r3K5,24.454672,-0.21918467
cu02_p1r2H17,26.201683,-8.322297
cu03_p2r2G19,19.754753,-5.809992
cu02_p2r2G7,24.211975,-2.0563056
cu01_p2r4N12,27.20193,-7.386959
cu01_p2r3K18,21.137974,-8.828426
cu03_p3r3J6,26.382208,-5.400812
cu02_p2r3L15,25.576042,-1.851578
cu02_p3r1D4,21.694687,-7.571161
cu03_p4r1C15,20.083092,-4.6857295
cu02_p2r1D2,20.776836,-8.469985
cu02_p1r1C1,24.661802,-7.950503
cu02_p2r1B18,26.10722,-3.6225834
cu03_p4r2G9,22.62478,-7.9583416
cu02_p3r1B14,19.198217,-8.593304
eso29_p2F9,19.83108,-6.834024
cu02_p3r4N16,25.203857,-0.4979936
cu01_p1r4O12,26.08095,-1.7710317
cu01_p2r4N3,24.65455,-2.8814187
cu02_p1r4O18,23.871607,-3.0781627
cu01_p2r3J17,26.15419,-7.3689017
eso29_p2G4,21.185083,-8.8072
cu02_p1r1A19,24.709913,-3.4480948
cu02_p1r3L15,19.700655,-8.297765
cu03_p1r3K3,26.238348,-2.2277794
cu02_p2r1C24,16.67054,-4.1441336
cu02_p3r1D20,25.004135,-7.195711
cu02_p1r3I20,24.8951,-3.6134589
cu02_p2r3I1,25.094881,-2.1856425
cu03_p3r2G7,23.405901,-8.028983
cu03_p2r3I1,25.2852,-0.22380231
cu02_p3r2F17,24.142435,-0.45540094
cu03_p3r4M22,14.9549885,-1.1534284
cu03_p3r3J24,26.47711,-6.595656
eso29_p2C5,23.680843,-8.206643
cu03_p3r2E14,22.090849,-3.4772277
eso29_p2B9,21.275255,-8.608664
cu02_p3r3I20,26.318964,-4.22419
cu02_p3r2F18,24.209455,-3.5694475
cu03_p3r3I14,26.226416,-7.014098
cu02_p2r2H2,21.61551,-7.8660965
cu02_p3r3I7,21.03666,-8.795187
cu03_p3r2G13,24.889412,0.5125067
cu03_p2r1C19,27.054155,-7.870649
cu02_p3r1B22,15.844288,-1.0957924
cu01_p1r3L2,26.695536,-6.0186872
cu02_p1r3J15,26.0418,-6.152592
cu03_p3r2H10,22.728306,-2.8731706
cu02_p1r1B12,23.352652,-7.7991257
cu02_p1r1C3,25.12051,-1.5826483
cu02_p1r1B19,21.147142,-2.7540238
cu02_p2r3K3,24.836037,-3.9316285
cu01_p1r3K16,22.763924,-6.8471956
cu03_p3r3I4,26.809673,-7.169473
cu01_p1r1B3,26.307446,-8.509334
cu02_p2r2H14,26.807928,-5.0156894
cu02_p3r3J22,15.192557,-0.22276275
cu01_p2r4O23,14.654511,-1.5947951
cu01_p2r1C10,25.023449,-6.040183
cu03_p4r2H4,25.118744,-6.714789
cu01_p2r3J8,26.381144,-6.066742
cu01_p1r1B12,26.195112,-2.0341904
cu01_p1r3K15,21.768476,-9.176504
cu03_p2r2E12,25.727367,-8.099
cu03_p2r3J5,21.800358,-9.010701
cu03_p2r3K4,25.800722,-7.204466
cu02_p2r1D17,23.15516,-0.67926013
cu03_p2r4M23,14.766955,-0.014940594
cu02_p1r3K1,23.008999,-2.75336
cu03_p1r3J4,25.756344,-1.3867382
cu03_p3r3K7,23.308786,-1.7549143
cu02_p1r2E20,24.523321,-2.0462432
cu02_p1r1C17,25.200947,-1.4582509
cu03_p3r1C10,23.3525,-2.1988778
cu03_p3r1D10,25.877169,-5.7185564
cu02_p1r1C6,24.695513,-1.564692
cu01_p2r2G22,14.834835,-0.7280174
cu03_p1r3I9,23.576004,-6.3774624
cu03_p3r1A1,25.871868,-0.008695485
cu03_p2r1A22,14.297777,0.28800434
cu03_p1r2E13,21.110569,-4.092596
cu01_p1r3K7,24.173016,-4.126534
cu02_p2r3I16,26.027973,-3.635626
cu03_p2r4O6,22.228226,-4.4979568
cu01_p2r3I8,22.82701,-8.727443
cu01_p1r4O18,20.423298,-0.6459292
cu03_p2r3I3,24.99154,-1.3960465
cu01_p1r1B5,21.362879,-7.153203
cu02_p2r1C6,19.147934,-8.433715
cu03_p1r1A7,22.612408,-6.992349
cu02_p1r2E12,24.677734,-2.1244595
cu03_p2r3L9,23.671408,-2.2578468
cu01_p1r1B17,22.069939,-9.003614
cu02_p1r3I14,24.17797,-0.6322413
cu01_p1r3L10,25.537695,-8.448713
cu02_p1r1A8,20.395445,-4.768284
cu02_p3r4O3,22.753134,-7.7687387
cu03_p2r1C15,23.879416,-7.2378435
cu03_p2r4N12,22.324486,-4.2769346
cu01_p1r1A14,23.25955,-1.718825
cu02_p2r2H23,16.761892,-4.2794023
cu01_p1r1B18,26.300161,-4.666641
cu03_p3r3L12,23.590902,-1.4840572
cu01_p1r3J12,24.323805,-8.131976
cu01_p2r1D11,20.21011,-8.781725
cu01_p1r4M6,21.901567,-8.222792
cu03_p3r3K2,22.518478,-6.007883
cu03_p3r3L8,23.202312,-6.620117
cu03_p2r1A21,26.602972,-4.1138783
cu02_p1r2G14,24.611303,-8.276831
cu01_p2r2F18,27.304972,-7.5606613
cu02_p2r1B12,23.535624,-2.805789
cu03_p3r3I1,26.098272,-0.84602267
cu03_p3r4N4,21.88225,-6.8881164
cu02_p3r4O15,25.390574,-2.9917538
cu02_p2r1D3,22.88508,-9.306078
cu01_p1r3L23,22.939993,-8.524812
cu03_p3r3L14,24.230349,-6.2610116
cu01_p2r3L5,25.509197,-3.871766
cu03_p4r4M4,24.635832,-6.653048
cu02_p2r1A3,27.37502,-7.375157
cu02_p3r4O12,24.965193,-0.6816736
cu03_p4r1A3,23.607376,-4.6149635
cu02_p2r3L9,25.203434,-9.5602865
eso29_p2D6,22.021187,-8.6844635
cu02_p2r1D8,26.395718,-1.1443392
cu02_p2r1A2,25.113304,-8.016412
cu01_p2r1B2,24.89797,-8.545526
cu01_p1r2F10,20.524294,-0.052527953
cu01_p2r1A8,26.628216,-4.185581
cu03_p1r3J3,14.587832,-1.5090163
cu01_p1r1A9,26.37151,-3.4953494
cu02_p1r1A24,15.199747,-0.19273707
cu02_p3r3I21,25.546215,-2.6448784
cu01_p1r1C6,21.51395,-9.400863
cu02_p3r4N3,20.90882,-9.586133
cu01_p1r2E2,24.171412,-5.539206
cu02_p2r3K14,25.676012,-9.508384
cu02_p1r2G17,25.537287,-4.4674807
cu01_p2r3J10,19.168886,-8.685773
cu01_p1r4O22,22.383541,-8.197702
cu01_p2r3I15,27.74319,-6.314732
cu02_p2r1B22,15.239655,-0.85127014
cu02_p1r3I18,19.500587,-8.381675
cu01_p2r2G17,21.06137,-8.331882
cu02_p1r2E14,27.275736,-7.206043
cu02_p2r4O8,21.186705,-8.195739
cu02_p1r3L23,17.099485,-3.9712698
cu01_p2r2E2,23.484179,-7.7661486
cu02_p1r4O3,22.956379,-4.3520064
cu02_p3r1A11,25.89983,-8.679132
cu02_p1r2F2,23.20617,-5.373415
cu02_p1r3L19,20.870226,-8.743114
cu03_p2r3K14,23.202068,-4.759658
cu02_p1r1D2,24.932922,-9.312892
cu02_p1r1D24,14.968355,-0.1571077
cu02_p3r1A13,25.986465,-5.77112
cu03_p2r4N6,24.826427,-5.8099213
cu01_p1r4O2,26.033976,-6.956451
cu01_p2r2F14,19.708036,-7.7922463
cu01_p2r2E1,24.781672,-4.127729
cu01_p1r2G15,22.231993,-8.710067
cu01_p1r2F5,20.492222,-9.073334
cu02_p3r3J14,25.420393,-9.553781
cu02_p1r1A13,24.726862,-0.1833229
cu03_p3r1A6,25.238918,-7.916941
cu02_p2r1C12,23.499826,-9.327223
cu03_p1r2G24,14.198691,-0.9168985
cu03_p3r3I23,14.783471,-1.6761063
cu03_p1r4O2,23.006094,-5.5663643
cu01_p2r1D10,25.65213,-9.4495
eso29_p2C11,21.378317,-9.146807
cu02_p2r1B13,22.380919,-5.5750527
cu02_p1r3I21,25.635624,-0.525016
cu02_p1r1C15,20.588821,-8.199659
cu01_p2r3K12,20.346832,-8.342823
cu03_p3r1B5,23.583546,-0.41955864
cu03_p2r1A7,25.892885,-1.5310677
cu02_p3r4M21,26.096254,-2.9770055
cu03_p3r3L4,25.496656,-7.511362
eso29_p2E8,25.657722,-6.9272013
cu02_p1r2F4,27.389692,-4.873252
cu01_p1r3I23,23.776997,-8.435403
cu03_p2r3I24,15.088452,0.16749328
cu01_p2r4O13,25.032166,-9.565258
cu03_p2r3I15,25.854595,-7.6714807
cu03_p2r4N16,22.604551,-3.7630708
cu02_p1r3K14,25.858568,-8.542355
cu01_p1r3I18,22.759037,-8.505352
cu02_p3r1A17,20.519064,-7.6263
cu01_p1r3L17,23.836164,-0.9362078
cu01_p1r2F20,20.531218,-6.284284
cu01_p1r1B9,19.59178,-6.3154445
cu03_p2r1A6,25.382898,-7.54963
cu02_p1r1A23,15.596886,-0.46438992
cu03_p2r2H1,27.962797,-6.7174973
cu03_p1r2E12,21.410477,-4.2430735
cu03_p4r2G22,14.522572,0.21770659
cu03_p3r3L22,15.546971,-0.0507216
cu03_p1r3J1,16.006191,-0.64446014
cu02_p2r4N18,22.824423,-7.0556664
cu02_p1r2H16,25.453789,0.31578463
cu02_p3r3K16,25.551725,-3.0530844
cu02_p3r3L9,27.342855,-5.519345
cu02_p3r3I22,14.780554,-0.21588758
cu02_p1r4M11,20.73678,-0.022085523
cu03_p1r1D6,26.364504,-6.759653
cu03_p1r4N13,25.240074,-1.9488645
cu03_p3r1C1,27.128122,-6.555316
cu03_p3r3L10,22.965506,-2.871945
cu03_p3r2H11,21.912374,-4.354242
cu02_p1r3K5,23.328775,-2.8212185
