,0,1
cu02_p1r4M17,24.156212,-1.1898068
cu03_p2r2H16,26.025574,-2.311339
cu03_p3r3L3,20.354223,-5.2065244
cu01_p1r4O4,20.744322,-0.9557197
cu03_p4r4O4,20.77725,-6.3336186
cu01_p2r4M23,15.244286,0.28692842
cu03_p3r1B7,23.69843,-3.1073108
cu01_p1r1A12,23.809956,-5.135175
eso29_p2D11,25.659164,-3.702452
cu02_p1r2H15,26.155733,-2.825981
cu02_p1r1B3,25.553532,-2.6783528
cu01_p2r1C14,22.224916,-7.007028
cu01_p2r2F8,21.112595,-3.736997
cu03_p1r2F8,26.497097,-8.01334
cu01_p1r3J24,23.242537,-8.040207
cu03_p3r1A2,25.63581,-8.33589
cu02_p1r1C12,25.432375,-5.1433744
cu03_p4r2H15,25.922737,-1.7869955
cu02_p3r3L19,20.94369,-6.629917
cu03_p4r4O15,24.866096,-8.70372
cu03_p3r3J18,21.703396,-7.9187956
cu03_p3r1B4,25.317415,-9.422975
cu03_p1r3J19,25.882992,-7.074778
cu03_p3r2H3,25.644403,-6.0554886
cu01_p1r2H6,27.283173,-6.741853
cu02_p3r2G14,23.966976,-4.6553817
cu02_p2r4O19,24.712484,-8.954464
cu02_p2r1D22,15.464588,-0.5466849
cu01_p1r3J9,25.86008,-7.6384716
cu02_p1r4M4,25.05326,-8.900471
cu02_p1r4N1,24.652153,-2.8371882
cu03_p1r2F10,21.52922,-3.6665878
cu03_p3r1D24,15.829242,-0.75441885
cu02_p1r3L1,23.393723,-4.1752987
cu03_p4r2E18,23.522205,-3.581732
cu02_p3r4M17,20.60173,-8.060289
cu02_p1r2H12,26.633312,-2.3039372
cu02_p1r4O21,25.666595,-1.3393312
cu01_p2r4N20,27.637615,-5.626804
cu03_p2r2F12,26.063791,-6.8673835
cu02_p1r3K23,15.513064,-0.51806533
cu02_p2r1A18,24.697844,-2.5638206
cu03_p2r1B18,26.287321,-7.389788
cu01_p2r2H15,26.696934,-5.3341823
cu01_p2r3J5,21.25049,-7.055444
cu02_p2r3I13,24.499859,-0.5041339
cu01_p2r2H3,20.660715,-8.975241
cu03_p2r1C17,25.014254,-1.3207763
cu02_p1r3I5,25.303057,-0.80128413
cu01_p2r1C13,21.554409,-9.503238
cu01_p2r2G8,26.034084,-8.154193
cu02_p2r3I3,19.974075,-8.844232
cu03_p4r1C1,24.713,-7.929568
cu03_p2r3L10,22.974075,-2.7450345
cu02_p2r3J1,24.520908,-1.7590429
cu02_p2r1B3,23.686094,-3.0084264
cu03_p3r4O18,22.441143,-1.9645329
cu03_p2r1A8,25.867159,-6.7733884
cu01_p1r2G23,20.501057,-8.394372
cu02_p1r1A3,22.262436,-9.431939
cu02_p3r3L13,25.488182,-0.4881896
cu02_p1r2F19,27.644957,-7.2966437
cu03_p3r1B12,21.462225,-7.264343
cu03_p2r3I20,23.74495,-3.6986234
cu03_p2r1A23,14.989063,0.05305117
cu01_p2r1A4,23.382376,-2.4796934
cu03_p2r1D18,21.10313,-6.828578
cu01_p1r3L22,25.376518,-3.1153002
cu03_p2r3L14,23.300158,-3.43122
cu02_p1r2G21,20.565788,-0.6749572
cu01_p1r3J5,21.89015,-9.651732
cu03_p3r1A20,22.16444,-5.9953694
cu02_p1r2E23,14.695098,-1.4688613
cu03_p2r2F3,26.44812,-6.57855
cu03_p1r4M5,24.560696,-6.869243
cu03_p3r2H5,23.472355,-5.977914
cu03_p4r1A12,20.930862,-4.7363033
cu03_p2r1C6,21.30401,-7.027366
cu02_p3r4N19,21.92631,-9.111979
cu02_p1r1D5,24.87521,-8.57257
cu01_p1r1B13,25.309008,-3.9462466
cu01_p2r2H16,23.786083,-4.3117876
cu03_p3r2G8,23.12767,-8.275985
cu02_p3r2E6,24.036573,-2.272984
cu02_p1r2H8,26.004732,-8.631299
cu02_p2r4M9,23.980127,-1.871597
cu02_p1r3J10,25.142523,-0.9895499
cu01_p1r4M20,21.902231,-9.017877
cu02_p2r2G3,21.211002,-9.138791
cu01_p1r1D23,20.630714,-7.344363
cu03_p3r1D12,21.999144,-4.0303607
cu01_p1r4N6,21.208195,-8.284107
cu02_p1r2F12,20.820429,-0.9432636
cu01_p2r2E3,23.382954,-6.3354363
cu02_p2r3L10,27.16492,-4.8232584
cu01_p1r2E22,20.534134,-8.384729
cu03_p3r2H6,27.648655,-6.471273
cu02_p3r2E14,19.176373,-7.5904236
cu02_p2r2G17,24.48293,-6.868715
cu02_p2r2F2,23.256226,-8.971243
cu02_p2r1C18,24.83032,-4.1759295
cu01_p1r1B11,21.629688,-9.577862
cu02_p1r1B2,21.181038,-7.5708423
cu02_p3r4O6,23.517416,-3.6972435
cu03_p2r1B22,15.065958,-0.04352739
cu03_p2r1B16,25.349726,-1.4512858
cu02_p3r3I14,25.13363,-0.6395151
cu02_p2r1D11,21.148111,-7.968273
cu01_p1r1A20,22.247355,-8.2216625
cu03_p2r2F2,25.83139,-1.8045907
cu02_p2r1B1,25.022724,-7.696805
cu01_p1r1C15,24.908915,-3.8627985
cu01_p2r2G7,22.425226,-4.406384
cu01_p1r1A10,25.837328,-2.7356887
cu02_p2r3K6,23.811262,-1.3148848
cu03_p2r3I12,23.844168,-8.936777
cu02_p3r2F12,22.997362,-2.9398458
cu02_p2r3K4,25.138681,-1.8068959
cu01_p2r1A22,15.120926,-1.5064788
cu01_p1r3L20,23.681906,-1.7354755
cu02_p1r4N3,21.293789,-7.6641283
cu03_p3r2G14,27.085077,-5.718281
cu01_p1r1D1,24.567398,-5.5401692
cu03_p2r4O20,24.53543,-2.419225
cu02_p1r1A6,25.132374,-1.1690217
cu02_p3r2H14,25.868244,-9.165249
cu01_p2r1B23,15.065848,-1.1321348
cu03_p3r3K4,21.790335,-4.616233
cu01_p1r2F14,24.30635,-4.760177
cu03_p4r4M6,22.616013,-4.1251073
cu02_p3r1A24,15.141275,-0.08722456
cu03_p4r2H3,22.6748,-8.292515
cu01_p2r3I19,24.170555,-2.1543915
cu03_p2r3J8,23.370697,-3.6809657
cu02_p1r3L3,23.951807,-3.0043042
cu03_p3r3I18,22.420486,-4.820142
cu03_p3r2H13,19.854025,-7.887254
cu01_p1r1D6,20.757853,-0.95998186
eso29_p2D1,22.947403,-7.467864
cu02_p1r2G18,25.915455,-2.6603255
cu01_p2r4N1,25.238977,-3.9589474
cu02_p3r2F3,24.707644,-2.4290814
cu03_p3r1C24,15.3130045,-1.3585049
cu02_p1r1D14,21.112902,-0.75499123
cu03_p3r3I6,23.505325,-0.45330718
eso29_p2A9,21.973722,-6.9442825
cu03_p3r1C17,25.874512,-6.108387
cu02_p2r2G5,24.767647,-5.665435
cu03_p2r1A10,26.906462,-6.0283093
cu01_p1r3K11,20.241224,-8.874691
cu02_p2r1C14,24.928501,-2.1061833
cu03_p2r4O1,24.340822,-7.8107567
cu01_p1r4O20,25.136799,-4.2611737
cu03_p3r4O8,22.915716,-2.881668
cu01_p2r3I7,20.615194,0.080947734
cu02_p1r3J23,15.7460575,0.010303208
cu01_p2r2F11,21.87498,-7.796614
cu02_p1r2H14,20.171824,-8.925055
cu01_p1r1A4,24.5365,-8.71073
cu03_p2r2H10,19.37028,-6.1606107
cu02_p2r4O4,24.744333,-2.8061614
cu03_p3r3J8,21.399393,-7.4539933
cu03_p3r4O3,22.665705,-2.8741772
cu02_p1r4N10,25.924261,-3.2883332
cu02_p1r1B21,26.669971,-7.8980703
cu03_p3r1B9,25.504818,-1.6333885
cu03_p3r1B15,23.718855,-3.6226935
cu01_p1r3I20,20.958055,-8.072353
cu02_p2r1A17,22.041782,-8.039003
cu03_p2r3L1,19.317247,-5.9233975
cu02_p3r3J13,24.540167,-1.3605349
cu01_p1r3I7,24.965487,-5.325073
cu03_p3r1D14,23.10915,-5.8626456
cu01_p1r4M14,20.06554,-8.010582
cu02_p2r2G15,24.991488,-3.6463401
cu03_p3r3I5,22.129847,-5.7221317
cu02_p1r2H13,23.15561,-7.4085927
cu03_p3r1D21,23.004341,-4.186585
cu03_p2r1B13,23.905132,-5.189639
cu02_p2r2F19,23.740114,-1.7067484
cu03_p2r1D8,26.009268,-6.5160155
cu02_p1r1B13,24.319742,-3.9551756
cu03_p2r2G16,24.32695,-7.020386
cu02_p2r2G9,21.299608,-7.8915358
cu03_p3r1D5,25.882513,-2.1118526
cu02_p1r3K19,24.334755,-8.546041
cu03_p4r1B1,21.046295,-4.957258
cu02_p3r4N14,21.662683,-8.274915
cu01_p2r3I14,27.4656,-6.5191727
cu01_p2r2G16,26.45883,-7.868207
cu02_p2r2H7,24.022274,-0.48975506
cu02_p3r2E5,26.30154,-3.9718034
cu01_p2r4M9,25.295353,-7.3928046
cu03_p3r1A22,16.355047,-0.9993357
cu03_p2r2E16,24.404467,-1.7147433
eso29_p1G5,22.368422,-1.6212877
cu01_p1r1B8,26.977278,-4.89752
cu02_p3r1C13,25.028065,-1.1539005
cu02_p1r3L20,24.642235,0.37928918
cu02_p3r2E21,19.463068,-7.233587
cu02_p1r2E2,21.450056,-0.43676108
cu02_p2r1A4,23.844275,-1.7428541
cu02_p2r1A21,25.037926,-9.1697445
cu03_p3r4M10,23.031754,-2.0647216
cu03_p1r3K4,19.46006,-5.8618684
cu02_p2r3L7,25.606714,-1.851922
cu02_p2r4O21,21.453627,-9.196613
cu02_p2r3L24,16.858974,-3.0882409
cu02_p1r2G5,24.945566,-5.676177
cu02_p1r2F20,24.124454,-3.3791955
cu02_p2r1A15,23.877565,-2.5110672
cu01_p1r3L12,25.711445,-0.9343967
eso29_p2G2,21.701918,-8.523757
cu01_p1r2G9,24.21924,-4.7939477
eso29_p2B7,24.75315,0.48928005
cu03_p4r2G5,22.733307,-5.961978
cu03_p2r4N14,19.514189,-8.778239
cu03_p3r4M7,24.072123,-1.5445566
cu02_p2r4N14,21.527304,-0.30095616
cu03_p2r1A11,27.74267,-5.8186245
cu03_p4r4N3,22.728516,-3.9292903
cu02_p1r1A11,24.783028,-2.2457836
eso29_p2E11,22.518217,-6.07651
cu03_p2r3K8,20.832233,-5.468492
cu02_p1r4O13,24.710876,-7.2924614
cu02_p2r2H16,25.026878,-3.253875
cu01_p2r4M17,24.0701,-3.143873
cu02_p3r2F16,20.253578,-6.37481
cu02_p2r2H6,23.566248,-3.898945
cu01_p2r4M15,27.079178,-4.9479055
cu02_p2r4N4,20.019701,-9.135538
cu03_p2r3L3,24.091845,-5.1520267
cu03_p2r1C11,24.785673,-3.2753882
cu02_p1r4O16,23.523525,-3.2239804
eso29_p2D9,20.169748,-9.195439
cu03_p3r4M9,20.653883,-6.764412
cu02_p2r2G18,22.470377,-9.2421055
cu01_p1r2E12,21.395674,-8.882977
cu02_p2r2F15,25.483124,-3.4678836
cu01_p2r2G23,14.342551,0.13091718
cu02_p2r2H17,25.4824,-1.6829638
cu02_p3r1A9,18.711277,-7.9684577
cu02_p2r2E12,25.658049,-9.466062
cu03_p3r3I11,22.563282,-2.5527706
cu01_p1r1A21,20.067324,-8.907588
cu02_p2r4M8,24.423595,-4.9341917
cu03_p1r1B15,26.690928,-5.863881
cu02_p2r1A8,24.377533,-4.157616
eso29_p2E6,25.928255,-3.8988364
cu03_p3r2H23,16.825943,-4.0766068
cu02_p3r2G6,24.248734,-3.7574463
cu03_p2r3J18,26.530685,-4.5607553
cu03_p3r4N19,22.05306,-3.2680702
cu01_p1r3I22,23.956429,-8.293147
cu02_p1r4M14,26.87232,-5.676381
cu01_p2r1D19,25.376358,-8.357074
cu03_p2r4M10,26.286608,-6.852914
cu01_p1r1A22,22.148222,-3.007745
cu02_p3r2H20,23.379036,-9.3238325
cu03_p4r2H13,26.53586,-8.081953
cu02_p2r3I20,27.40359,-5.4492054
cu01_p2r1A11,21.114115,-7.779475
cu02_p3r3J15,24.91927,-0.8252682
cu02_p2r2F7,25.781857,-8.573172
cu02_p3r3L17,24.215319,-2.978818
cu01_p2r3L8,26.925781,-8.271888
cu02_p2r2H20,24.837156,-2.9406662
cu01_p1r1B14,24.752075,-1.4837787
eso29_p1B4,21.334028,-7.1898637
cu01_p2r2F20,24.085724,-6.53372
cu02_p2r4N16,21.073145,-0.19843823
cu03_p3r3K13,26.840708,-6.8493795
cu01_p1r2E19,18.917227,-8.284219
cu01_p1r3K21,20.553736,-8.04407
cu02_p2r2G8,26.92401,-5.854797
cu03_p3r1C16,25.74415,-6.6787972
cu02_p1r1B4,25.392967,-0.27131942
cu02_p3r2G5,22.056646,-9.584014
cu03_p4r2G6,22.715439,-8.011558
cu02_p3r4M23,16.873108,-2.8944132
cu01_p1r4N1,25.188541,-5.158947
cu02_p1r3K8,24.463718,-8.43469
cu03_p2r3I14,22.429169,-5.1487246
cu03_p2r1C12,24.071453,-6.9605427
cu02_p1r3L24,15.121586,0.06606324
cu02_p3r1C24,14.411461,-1.1219147
cu03_p2r3L24,15.285012,0.34054467
eso29_p2D5,23.253418,-7.638579
cu01_p2r4O17,26.302803,-6.0280643
cu02_p2r2E24,26.19961,-6.882525
eso29_p2D2,27.15922,-7.9723296
cu03_p2r4N9,25.40454,-3.0499547
cu03_p4r4M22,15.640881,-0.6301516
cu03_p3r4O22,17.268433,-3.9726276
cu02_p1r2H2,22.780653,-2.5482268
cu03_p2r2F17,26.222233,-6.780472
cu02_p2r3K1,24.22001,-6.4819684
cu03_p3r3I16,22.245039,-4.041102
cu03_p3r2H17,24.034449,-4.0303893
cu02_p1r2G15,23.90569,-1.1516612
cu03_p3r1C21,25.569801,-6.0913334
cu03_p3r2H21,24.324898,-0.2480043
cu01_p2r4N21,20.921583,-1.2985265
cu03_p1r1A4,24.952816,0.22936307
cu01_p2r4M5,21.976877,-8.0391245
eso29_p2B4,20.941748,-7.6105895
cu01_p1r1A1,20.79142,-1.563298
cu02_p3r3K20,27.340534,-7.105019
cu03_p2r1D17,25.167633,-0.78644496
cu02_p1r4O1,23.82372,-2.4323978
cu03_p3r4O15,23.718498,-2.1517587
cu01_p1r1D19,23.489347,-2.025416
cu03_p2r1D16,26.05997,-5.283962
cu03_p3r3K17,23.04306,-3.8253067
cu02_p1r1B8,24.878458,-0.9201393
cu02_p1r1D19,25.52906,-2.8739889
cu01_p1r3K6,20.040718,-9.410772
cu03_p4r1B14,21.051666,-4.5040784
cu02_p1r4O2,25.588026,-2.2289903
cu02_p2r3J4,20.71786,-8.215631
cu03_p3r1B8,25.255272,0.47210208
cu03_p3r4N9,23.048925,-2.5606983
cu01_p1r1D13,26.938475,-6.593531
cu02_p2r4O3,24.110329,-1.4628083
cu01_p1r4N17,25.836527,-1.8479239
cu02_p1r1D21,25.562822,-9.419551
cu03_p3r1A10,23.852669,-7.2280025
cu03_p3r3L19,26.035677,-4.9121532
eso29_p2D12,25.789507,-7.1623697
cu03_p2r2G2,23.207357,-5.2185717
cu01_p1r3J17,25.63187,-9.471416
cu03_p3r2F18,21.11007,-5.74377
cu03_p3r2H20,22.384897,-3.8662071
cu03_p4r4N12,24.43756,-0.111678466
cu02_p2r3K20,22.904556,-9.290032
cu03_p1r4M18,21.675558,-4.462278
cu03_p2r3K10,23.718107,-5.4792414
cu03_p2r4O18,22.879173,-8.092989
cu02_p1r2G12,25.280176,-2.5319958
cu03_p2r4O13,24.139988,-0.30179
cu03_p3r4O11,23.768763,-6.73905
cu03_p1r3L24,14.227403,-0.5379488
cu02_p1r4O15,23.624334,-2.7096639
cu02_p3r2H1,27.217691,-4.757234
cu03_p2r2H13,26.002748,-1.9855944
cu01_p2r2G14,22.246145,-5.734055
cu03_p2r2F9,24.133059,-8.968889
cu03_p2r2H23,14.950318,0.11721259
eso29_p2A4,21.237587,-8.359943
cu01_p1r1A17,25.44284,-3.809772
cu03_p2r2E8,25.76712,-6.476575
cu01_p2r4O20,27.500381,-6.5885615
cu02_p1r3K21,24.550428,-3.531403
cu02_p2r3I6,21.285583,-8.829627
cu03_p4r2F19,21.592316,-4.8051972
cu03_p2r3L16,23.317902,-0.52666885
cu02_p2r2G13,25.413261,-8.890915
cu03_p3r1B17,22.474031,-4.012614
cu02_p1r1C5,27.242424,-6.4093847
cu02_p1r3J3,23.76772,-1.0120729
cu01_p1r1D4,21.163492,-8.43728
cu02_p3r3J9,25.937551,-9.433441
cu03_p3r3J7,24.070229,-2.8690867
cu03_p2r2F6,25.418295,-5.8874493
cu03_p2r1A4,25.164623,-8.031336
cu03_p4r4O2,25.602528,-8.470798
cu01_p2r3J1,24.016996,-2.4283273
cu02_p2r2E3,24.752647,-2.927161
cu02_p2r4N9,22.756207,-8.944533
eso29_p2C9,18.618065,-8.278392
cu03_p1r4M2,23.503153,-7.6931353
cu03_p2r3J6,23.682966,-8.332177
cu02_p2r3J18,24.653128,-3.6991923
cu02_p3r3K6,23.60431,-2.8656754
cu03_p3r4M4,25.522856,-6.0756674
cu01_p1r4M17,20.732159,-9.321265
cu03_p1r2G20,23.638327,-6.4352307
cu01_p1r4O19,22.636583,-2.810112
cu02_p1r3L14,20.108772,-8.313317
cu03_p4r1C12,21.366917,-4.8037777
cu01_p1r3L18,24.122677,-5.294719
cu01_p2r1A6,22.32092,-7.5988107
cu03_p2r4O12,25.098612,-6.7624035
cu02_p2r4N8,25.63879,-0.3635901
eso29_p2D8,22.1563,-8.59616
cu02_p1r2H22,14.842526,-0.1735693
cu02_p2r1B10,25.109856,-3.5779338
cu03_p4r4N17,19.752554,-5.5686975
cu02_p1r1B10,28.015348,-6.6510396
cu02_p2r3L3,25.24542,-2.0731888
cu03_p2r1D2,26.261034,-7.1607475
cu02_p3r1D5,19.469973,-8.010051
cu01_p2r1C18,25.990032,-4.825747
cu02_p3r1C16,23.564024,-3.2677314
cu02_p2r2E19,26.272429,-9.094718
cu02_p3r4M6,23.728666,-1.0771129
cu02_p1r2G16,21.257923,-0.5065677
cu01_p1r2F24,23.682281,-2.968554
cu01_p1r2F7,24.86478,-4.912994
cu02_p1r3L16,26.25276,-2.4962902
cu03_p2r3J11,22.767231,-5.849
cu02_p3r4M19,20.165865,-8.7242155
cu02_p3r4N9,23.169426,-0.85469455
cu02_p1r2F6,26.925184,-7.8475304
cu02_p2r1B17,22.762836,-9.250425
cu02_p2r3I10,20.85263,-8.13527
cu01_p1r3L16,20.449318,-9.121652
cu03_p3r3K18,23.050568,-4.128959
cu02_p1r3J9,25.264143,-9.686628
eso29_p2C3,23.338552,-2.6577897
cu02_p3r1C14,23.280151,-5.3310876
cu03_p3r2E19,23.246384,-1.4603517
cu03_p3r4N11,25.130651,-5.222351
cu01_p2r2F21,15.653864,-1.306937
cu03_p3r4N24,14.047907,-0.2007952
cu03_p3r1A8,24.689192,0.7564367
cu02_p2r4M20,26.808872,-2.6566553
cu03_p1r3L21,21.085653,-3.4369366
cu03_p3r2E11,22.680338,-2.8472974
cu03_p1r3I3,20.798437,-3.915269
cu03_p3r1B21,24.390972,-6.807794
cu03_p2r2F23,14.111644,-0.79801387
eso29_p2A5,22.2053,-7.132863
cu01_p1r1A15,21.134912,-8.118729
cu01_p2r1D16,24.937801,-3.392845
cu03_p1r1A9,20.857292,-4.2627993
cu03_p1r4O5,22.63017,-2.9777122
eso29_p2G7,20.339687,-7.6003113
cu03_p2r4M5,23.742167,-5.7488766
cu03_p1r4M4,25.446278,-4.1276507
cu03_p3r1C23,14.639941,-2.085417
cu01_p2r3K2,24.097157,-2.446749
cu01_p2r2F13,25.068054,-6.2020545
cu02_p3r4N17,27.070953,-7.950455
cu03_p3r2E16,22.90086,-2.972334
cu03_p3r1C2,24.359919,-4.072667
cu03_p4r4N4,23.20529,-4.6655593
cu01_p2r2H9,26.259768,-4.6956906
cu03_p2r3J7,23.129585,-8.245851
cu03_p4r1C10,23.043535,-2.893421
cu03_p4r4M12,24.874073,-1.2939836
cu03_p4r2G7,24.930489,-7.415838
cu03_p2r1C3,25.82886,-5.1547203
cu03_p2r3L21,22.605803,-2.6283085
cu02_p2r2H8,24.96476,-9.107602
cu03_p2r2H4,25.606562,-0.6827712
cu01_p2r2E4,21.28165,-1.179855
cu02_p1r4N23,14.984943,0.2567507
cu02_p3r4O20,25.06403,-2.272898
cu02_p1r2E21,24.598835,-1.7039341
cu02_p1r1A7,22.68302,-7.405572
cu02_p1r3L4,25.341312,0.010863876
cu02_p2r2F4,24.911127,-8.983555
cu01_p2r4O12,26.778217,-4.3988605
eso29_p2H7,15.358517,0.21513675
cu03_p3r4M23,16.865423,-4.1910405
cu03_p3r2E21,22.367626,-2.363462
cu03_p1r4M1,23.14808,-7.3864355
cu03_p2r1A16,24.99565,-5.371206
cu01_p1r2E14,25.72162,-9.409994
cu03_p3r3K22,14.832761,-1.1767331
cu02_p2r2F6,23.228811,-3.1881745
cu01_p1r4M16,27.311853,-7.9159884
cu03_p2r4O3,24.641108,-8.048498
cu02_p3r4M9,26.704762,-7.4606137
cu02_p3r4M22,16.464952,-2.8808162
cu02_p1r4N15,24.313229,-8.131069
cu01_p2r3K7,24.78524,-8.670543
cu01_p2r3I12,19.840393,-7.945093
cu02_p2r1A6,25.561653,-1.5329746
cu02_p3r4M3,27.048353,-4.720091
cu03_p2r1A14,26.639585,-1.7104487
cu02_p1r2F17,27.652163,-6.3769846
cu01_p2r1D4,26.099993,-4.9647346
cu03_p3r3L9,24.501907,-2.6405358
cu01_p1r1D18,21.178776,-8.725445
cu02_p1r4M3,23.682474,-1.535263
cu01_p1r1A16,22.857985,-7.4427857
cu01_p2r4M16,20.912096,-7.2950974
cu03_p4r4O8,25.332138,-4.028154
cu03_p3r2E18,23.845146,-2.6855617
cu03_p3r1C15,24.27657,-1.4730574
cu02_p1r2F21,25.369196,-0.3441552
cu03_p2r3I19,26.471308,-6.8611794
cu02_p3r1C18,23.48348,-5.5345926
cu02_p1r1A4,26.415186,-7.715294
cu01_p2r4N7,23.955227,-4.291633
cu02_p2r4N2,26.09196,-3.5291278
cu01_p1r1C9,20.397596,-8.6123295
cu01_p1r2G19,20.324549,-7.8248773
cu03_p3r3L1,27.183535,-7.5894623
cu02_p2r2F21,21.710718,-8.225061
cu03_p4r4M18,22.977163,-6.8649054
cu03_p2r2H2,25.06357,-5.467422
cu03_p1r3K13,22.726652,-1.7670443
cu03_p2r2H5,19.053226,-6.351595
cu03_p2r2H24,14.5246105,-0.101528406
cu02_p2r2H21,25.446772,-2.0711174
cu02_p2r3K19,25.850409,-4.2258983
cu02_p3r4N23,16.796429,-3.9911172
cu01_p2r1D21,15.363079,-1.323621
cu01_p1r4O14,21.938095,-7.876692
cu02_p2r1A24,16.709335,-4.330033
cu01_p2r3K22,15.631174,-0.67080927
cu02_p2r2H24,15.797397,-0.3579434
cu02_p1r2E7,25.120903,0.5185281
cu03_p2r4N10,27.755985,-6.3486643
cu01_p1r4N12,27.358913,-7.1555266
cu01_p1r1D22,22.019358,-9.124724
cu03_p2r4O5,25.665934,-4.5839047
cu02_p1r2F13,25.959932,-8.027393
cu03_p2r2H18,20.986435,-6.154012
eso29_p2F3,20.169699,-7.9286523
cu03_p4r1D10,22.711512,-7.8095284
cu02_p1r3I16,26.23701,-8.4921055
eso29_p2A8,24.317698,-4.207426
cu01_p2r3L21,26.88413,-7.54646
cu03_p2r3J15,24.846373,0.19827484
cu01_p2r2F10,24.65033,-4.9010315
cu03_p3r2F16,24.407612,-3.2300873
cu01_p1r2E17,21.144434,-3.1969762
cu02_p3r3I24,15.667776,-0.8281149
cu02_p1r3J1,26.906954,-6.18444
cu03_p2r3K17,25.014658,-2.593353
cu03_p3r1D20,23.026434,-7.60729
cu02_p2r4M21,21.988325,-8.643156
cu01_p2r1B22,14.46211,-0.5985395
eso29_p2C12,23.690575,-9.151317
cu02_p3r3L7,25.458254,-1.4878942
cu03_p2r1A24,15.258505,-1.5202645
cu02_p3r2G7,22.097853,-9.434002
cu01_p1r2H18,23.032156,-9.003537
cu02_p3r3I6,26.027948,-1.6592195
cu03_p3r2F24,14.526261,-1.2991011
cu01_p1r2F1,21.044474,-0.45037934
cu03_p1r2H8,21.205471,-4.078891
cu02_p2r1C16,27.125233,-6.921562
cu01_p1r4M8,26.39716,-1.4216639
cu01_p2r1B21,14.953808,0.34466088
cu03_p2r4M15,25.320627,-1.6607491
cu03_p3r2E15,27.042059,-6.127767
cu03_p2r4O8,22.264654,-5.4234724
cu02_p2r2G24,16.667244,-2.8615184
cu01_p1r4N7,20.255291,-7.279344
cu01_p1r1D8,21.529993,-9.053164
cu02_p3r3K2,19.920557,-9.19653
cu03_p3r2G5,22.965977,-8.395982
cu03_p3r3K6,21.805824,-4.048952
cu02_p2r3J11,27.596643,-7.276075
cu01_p2r4O22,16.570322,-3.8295922
cu01_p1r1D15,21.964144,-8.676713
cu03_p2r3K13,24.55464,-6.3654532
cu03_p2r3L4,25.58454,-1.647996
eso29_p1A5,21.668663,-6.8135304
cu02_p2r3I19,25.316425,-8.522889
cu01_p1r2F23,21.30907,-9.070518
cu03_p2r4M4,26.870623,-6.5484705
cu02_p3r4N15,20.19145,-9.154184
cu03_p3r3I19,24.377306,-8.392355
cu02_p1r2E3,25.085796,-8.523583
eso29_p2B8,23.066332,-6.8152647
cu02_p2r2F13,25.761093,-9.268807
cu03_p2r1B20,23.776735,-5.9960966
cu02_p2r1A11,24.930153,-2.9437475
cu02_p2r4O22,16.882433,-4.164495
cu01_p1r3K23,25.775955,-8.929319
cu03_p3r1C13,23.976795,-7.132942
cu03_p2r3I22,15.164998,-0.27163935
cu03_p3r4M21,23.702581,-2.0410023
cu03_p1r2H5,16.286499,-1.0104768
cu01_p1r4O10,20.547544,-7.938916
cu01_p2r3L19,27.112282,-6.0325885
cu01_p2r4M11,25.004337,-5.391455
cu03_p4r2H2,22.28541,-8.011305
cu01_p1r3J23,24.079855,-4.2753797
cu03_p3r1D7,24.99436,-8.055882
cu02_p1r2G13,25.850239,-0.43956783
cu02_p2r1D24,14.850997,-0.2344661
cu02_p1r2G19,24.704166,-2.1290028
cu01_p1r1C17,19.902477,-8.90592
cu02_p2r1A9,25.0751,-3.2190077
cu03_p3r1A12,24.421312,-0.5425991
cu03_p2r3L18,25.740122,-8.013672
cu03_p2r4N21,25.204617,-4.1923604
cu03_p3r1C9,21.890982,-9.230605
cu02_p3r2H2,21.067392,-8.868869
cu03_p3r1D22,15.11052,-1.8916374
cu02_p3r3L3,25.318155,-3.4294026
cu03_p3r4O10,26.020323,-8.655557
cu03_p4r4O1,23.565529,-7.824503
cu01_p2r1A16,19.761591,-8.220906
cu02_p2r1B20,24.755888,-2.274652
cu02_p2r2G1,23.957872,-5.402937
cu01_p2r2E6,24.579857,-3.7796524
cu03_p2r3J3,24.2212,-8.558504
cu02_p2r2E6,22.677284,-9.06072
cu03_p3r4N23,17.071142,-4.287158
cu02_p1r1C24,14.836927,-0.20802031
cu03_p2r1B17,25.240599,-1.0139836
cu03_p1r2E17,25.621338,-2.1432848
cu01_p1r2F6,24.134035,-3.407625
cu02_p1r2H21,20.74958,-1.4352441
cu01_p2r1A18,22.176313,-8.51886
cu03_p2r1D3,25.968956,-8.341446
cu01_p2r3L15,22.17343,-8.448863
cu03_p3r3J2,23.476976,-7.3848987
cu01_p2r1B10,26.695295,-7.377226
cu02_p3r4O1,24.486525,-7.560965
cu03_p3r2F1,25.546446,-8.59624
eso29_p2H6,16.63811,-2.5373216
eso29_p2F12,21.38242,-9.565298
cu03_p2r2G24,16.697184,-4.2015767
cu03_p3r3L20,21.755962,-7.9368463
cu03_p3r4N22,15.776631,-1.6747211
cu03_p1r4O6,23.181166,-0.6499905
cu02_p3r4O17,26.55182,-4.5649786
cu03_p2r2G12,22.440403,-5.9688463
eso29_p2G12,16.94616,-2.9368138
cu02_p2r3K11,25.89655,-0.81007934
cu01_p2r1B5,20.40684,-8.706437
cu01_p2r3L2,24.33281,-2.2942564
eso29_p2F5,22.439636,-7.1824117
cu02_p3r3L5,26.383625,-5.868916
