1061209	1617140	0.656226	eso29_p1A4
1381628	1617140	0.854365	eso29_p1A5
1501325	1617140	0.928383	eso29_p1A6
1163554	1617140	0.719513	eso29_p1B4
1253096	1617140	0.774884	eso29_p1B5
1489078	1617140	0.92081	eso29_p1B6
1051785	1617140	0.650398	eso29_p1C4
1187131	1617140	0.734093	eso29_p1C5
1355195	1617140	0.83802	eso29_p1C6
1280761	1617140	0.791991	eso29_p1D4
1226085	1617140	0.758181	eso29_p1D5
1153076	1617140	0.713034	eso29_p1E4
1390167	1617140	0.859645	eso29_p1E5
1355722	1617140	0.838345	eso29_p1F4
970111	1617140	0.599893	eso29_p1F5
1229300	1617140	0.760169	eso29_p1G4
988816	1617140	0.61146	eso29_p1G5
1122420	1617140	0.694077	eso29_p1H4
1203986	1617140	0.744516	eso29_p1H5
1103518	1617140	0.682389	eso29_p2A2
1472055	1617140	0.910283	eso29_p2A3
1443362	1617140	0.89254	eso29_p2A5
1272392	1617140	0.786816	eso29_p2A6
1446248	1617140	0.894325	eso29_p2A9
1528543	1617140	0.945214	eso29_p2A10
1453244	1617140	0.898651	eso29_p2A11
1459222	1617140	0.902347	eso29_p2B1
1352457	1617140	0.836326	eso29_p2B6
1430712	1617140	0.884717	eso29_p2B9
1468357	1617140	0.907996	eso29_p2B11
1457545	1617140	0.90131	eso29_p2B12
1368519	1617140	0.846259	eso29_p2C1
1431590	1617140	0.88526	eso29_p2C4
1487538	1617140	0.919857	eso29_p2C8
836520	1617140	0.517284	eso29_p2D7
1466395	1617140	0.906783	eso29_p2D9
1451515	1617140	0.897582	eso29_p2E3
1486500	1617140	0.919215	eso29_p2E4
1495496	1617140	0.924778	eso29_p2E5
1330120	1617140	0.822514	eso29_p2E9
1469145	1617140	0.908483	eso29_p2E10
1493728	1617140	0.923685	eso29_p2E11
1466917	1617140	0.907106	eso29_p2F1
1473895	1617140	0.911421	eso29_p2F3
1421572	1617140	0.879066	eso29_p2F4
1482395	1617140	0.916677	eso29_p2F6
1534505	1617140	0.948901	eso29_p2F7
1492081	1617140	0.922667	eso29_p2F8
1399340	1617140	0.865318	eso29_p2F9
1302172	1617140	0.805231	eso29_p2F11
1494095	1617140	0.923912	eso29_p2G1
1348942	1617140	0.834153	eso29_p2G4
1404209	1617140	0.868329	eso29_p2G5
1445801	1617140	0.894048	eso29_p2G7
1478122	1617140	0.914035	eso29_p2G8
1156424	1617140	0.715104	eso29_p2G9
1433469	1617140	0.886422	eso29_p2G10
1399850	1617140	0.865633	eso29_p2G12
1398319	1617140	0.864686	eso29_p2H1
1370627	1617140	0.847562	eso29_p2H5
1184006	1617140	0.73216	eso29_p2H6
