1073509	1163641	0.922543	cu01_p1r1A10
1057539	1163641	0.908819	cu01_p1r1A11
1115288	1163641	0.958447	cu01_p1r1A12
1053430	1163641	0.905288	cu01_p1r1A13
1060063	1163641	0.910988	cu01_p1r1A14
1046571	1163641	0.899393	cu01_p1r1A15
1065770	1163641	0.915892	cu01_p1r1A16
910858	1163641	0.782765	cu01_p1r1A17
997771	1163641	0.857456	cu01_p1r1A18
800946	1163641	0.68831	cu01_p1r1A19
1079313	1163641	0.927531	cu01_p1r1A20
1005272	1163641	0.863902	cu01_p1r1A21
971775	1163641	0.835116	cu01_p1r1A22
968013	1163641	0.831883	cu01_p1r1A24
990115	1163641	0.850877	cu01_p1r1A4
968381	1163641	0.832199	cu01_p1r1A6
1046011	1163641	0.898912	cu01_p1r1A7
1062526	1163641	0.913105	cu01_p1r1A9
1064386	1163641	0.914703	cu01_p1r1B10
1006064	1163641	0.864583	cu01_p1r1B11
1068265	1163641	0.918037	cu01_p1r1B12
1046983	1163641	0.899747	cu01_p1r1B13
1087176	1163641	0.934288	cu01_p1r1B14
1040660	1163641	0.894314	cu01_p1r1B15
922790	1163641	0.793019	cu01_p1r1B17
1082838	1163641	0.93056	cu01_p1r1B18
1058584	1163641	0.909717	cu01_p1r1B19
900247	1163641	0.773647	cu01_p1r1B20
1043418	1163641	0.896684	cu01_p1r1B22
1003741	1163641	0.862586	cu01_p1r1B23
1085558	1163641	0.932898	cu01_p1r1B24
1048262	1163641	0.900847	cu01_p1r1B3
1022166	1163641	0.87842	cu01_p1r1B5
1045720	1163641	0.898662	cu01_p1r1B6
1044872	1163641	0.897933	cu01_p1r1B7
1083858	1163641	0.931437	cu01_p1r1B8
1068727	1163641	0.918434	cu01_p1r1B9
1036545	1163641	0.890777	cu01_p1r1C10
912267	1163641	0.783976	cu01_p1r1C11
1064795	1163641	0.915055	cu01_p1r1C12
1107267	1163641	0.951554	cu01_p1r1C13
1039111	1163641	0.892982	cu01_p1r1C14
896750	1163641	0.770641	cu01_p1r1C15
1075166	1163641	0.923967	cu01_p1r1C16
1059524	1163641	0.910525	cu01_p1r1C17
927782	1163641	0.797309	cu01_p1r1C18
1028898	1163641	0.884206	cu01_p1r1C19
1079671	1163641	0.927839	cu01_p1r1C20
1109154	1163641	0.953175	cu01_p1r1C21
1062538	1163641	0.913115	cu01_p1r1C22
1075210	1163641	0.924005	cu01_p1r1C23
1046212	1163641	0.899085	cu01_p1r1C24
1037509	1163641	0.891606	cu01_p1r1C2
1058679	1163641	0.909799	cu01_p1r1C5
1083703	1163641	0.931304	cu01_p1r1C6
1073109	1163641	0.922199	cu01_p1r1C7
1068690	1163641	0.918402	cu01_p1r1C9
1111558	1163641	0.955241	cu01_p1r1D11
887598	1163641	0.762776	cu01_p1r1D12
992708	1163641	0.853105	cu01_p1r1D13
1076844	1163641	0.925409	cu01_p1r1D14
1014040	1163641	0.871437	cu01_p1r1D15
1065445	1163641	0.915613	cu01_p1r1D16
1080630	1163641	0.928663	cu01_p1r1D17
